Company,Location HQ,# Laid Off,Date,%,Industry,Source,Stage,$ Raised (mm),Country,Date Added,Ticker
Enovix,SF Bay Area,170.0,2024-05-06,33%,Energy,https://www.theinformation.com/articles/battery-developer-enovix-lays-off-roughly-one-third-of-staff,Post-IPO,$516,United States,5/6/2024,ENVX
Cue Health,San Diego,230.0,2024-05-03,49%,Healthcare,https://www.beckershospitalreview.com/digital-health/health-tech-company-lays-off-49-of-workforce.html,Post-IPO,$899,United States,5/3/2024,HLTHQ
Rivian,Los Angeles,150.0,2024-05-03,,Transportation,https://abc7.com/rivian-jobs-irvine-careers-electric-vehicle/14761190/,Post-IPO,$10700,United States,5/11/2024,RIVN
Luminar,Orlando,140.0,2024-05-03,20%,Transportation,https://techcrunch.com/2024/05/03/luminar-layoffs-reduction-restructuring-lidar/,Post-IPO,$780,United States,5/3/2024,LAZR
Sprinklr,New York City,116.0,2024-05-03,3%,Support,https://techcrunch.com/2024/05/03/sprinklr-lays-off-more-than-100-employees/,Post-IPO,$429,United States,5/3/2024,CXM
Bakkt,Atlanta,28.0,2024-05-03,,Crypto,https://seekingalpha.com/news/4099966-crypto-platform-bakkt-to-lay-off-28-employees,Post-IPO,$932,United States,5/3/2024,BKKT
Peloton,New York City,400.0,2024-05-02,15%,Fitness,https://www.cnbc.com/2024/05/02/peloton-ceo-barry-mccarthy-steps-down-15percent-of-staff-laid-off.html,Post-IPO,$1900,United States,5/2/2024,PTON
Google,SF Bay Area,200.0,2024-05-01,,Consumer,https://www.cnbc.com/2024/05/01/google-cuts-hundreds-of-core-workers-moves-jobs-to-india-mexico.html,Post-IPO,$26,United States,5/2/2024,GOOG
Tesla,Austin,500.0,2024-04-30,,Transportation,https://www.theverge.com/2024/4/30/24145621/tesla-layoff-supercharger-ev-charging-nacs-elon-musk,Post-IPO,$20200,United States,5/1/2024,TSLA
Akili Interactive,Boston,,2024-04-30,46%,Healthcare,https://investors.akiliinteractive.com/news/news-details/2024/Akili-Announces-Amended-Agreement-with-Shionogi-Shift-in-Corporate-Strategy-and-Release-Date-for-First-Quarter-2024-Financial-Results/default.aspx,Post-IPO,$271,United States,5/2/2024,None
Google,SF Bay Area,,2024-04-30,,Consumer,https://techcrunch.com/2024/04/29/google-lays-off-staff-from-flutter-dart-python-weeks-before-its-developer-conference/,Post-IPO,$26,United States,4/30/2024,GOOG
Fisker,Los Angeles,,2024-04-29,,Transportation,https://techcrunch.com/2024/04/29/fisker-layoffs-staff-email-cuts-bankruptcy-sale/,Post-IPO,$1700,United States,4/30/2024,None
Expedia,Austin,,2024-04-24,,Travel,https://www.bizjournals.com/austin/news/2024/04/24/expedia-layoffs-austin-employees.html,Post-IPO,$3300,United States,4/25/2024,EXPE
Google,SF Bay Area,,2024-04-17,,Consumer,https://www.reuters.com/technology/google-lays-off-employees-shifts-some-roles-abroad-amid-cost-cuts-2024-04-17/,Post-IPO,$26,United States,4/17/2024,GOOG
Rivian,Detroit,,2024-04-17,1%,Transportation,https://www.reuters.com/business/autos-transportation/rivian-cuts-1-workforce-second-job-cut-this-year-2024-04-17/,Post-IPO,$10700,United States,4/17/2024,RIVN
Take-Two,New York City,579.0,2024-04-16,5%,Consumer,https://www.ign.com/articles/take-two-announces-layoffs-while-canceling-multiple-in-development-projects,Post-IPO,$4100,United States,4/16/2024,TTWO
Tesla,Austin,14000.0,2024-04-15,10%,Transportation,https://www.nytimes.com/2024/04/15/business/tesla-layoff-elon-musk.html,Post-IPO,$20200,United States,4/15/2024,TSLA
Criteo,"Paris,Non-U.S.",140.0,2024-04-12,4%,Marketing,https://www.businessinsider.com/criteo-layoffs-global-staff-job-reductions-2024-4,Post-IPO,$61,France,4/12/2024,CRTO
Intel,SF Bay Area,62.0,2024-04-09,,Hardware,https://www.crn.com/news/components-peripherals/2024/intel-layoffs-impact-62-jobs-at-california-hq,Post-IPO,$12,United States,4/11/2024,INTC
Apple,SF Bay Area,614.0,2024-04-04,,Hardware,https://www.bloomberg.com/news/articles/2024-04-04/apple-cut-at-least-600-workers-when-car-screen-projects-stopped?embedded-checkout=true,Post-IPO,$1200,United States,4/4/2024,AAPL
Lightspeed Commerce,"Montreal,Non-U.S.",280.0,2024-04-03,,Retail,https://www.bnnbloomberg.ca/lightspeed-commerce-cutting-280-jobs-as-it-focuses-on-profitable-growth-1.2054620,Post-IPO,$1200,Canada,4/3/2024,LSPD.TO
Amazon,Seattle,,2024-04-03,,Retail,https://www.geekwire.com/2024/amazon-web-services-cuts-hundreds-of-jobs-in-sales-training-and-physical-stores-technology/,Post-IPO,$108,United States,4/3/2024,AMZN
GoPro,SF Bay Area,,2024-03-26,4%,Consumer,https://www.wsj.com/business/earnings/gopro-to-cut-total-workforce-by-4-reduce-office-space-208f369a?,Post-IPO,$288,United States,4/8/2024,GPRO
Dell,Austin,6000.0,2024-03-25,5%,Hardware,https://siliconangle.com/2024/03/25/dell-reduces-global-workforce-around-6000-jobs/,Post-IPO,,United States,3/27/2024,DELL
Singular Genomics,San Diego,,2024-03-19,20%,Healthcare,https://www.genomeweb.com/business-news/singular-genomics-lay-20-percent-workforce-q4-revenues-41-percent,Post-IPO,$176,United States,4/11/2024,None
Ancestry,Lehi,81.0,2024-03-14,6%,Consumer,https://endpts.com/ancestry-cut-6-of-workforce-as-genealogy-giant-struggles-with-subscription-revenue/,Post-IPO,$33,United States,4/17/2024,None
IBM,New York City,,2024-03-12,,Hardware,https://www.cnbc.com/2024/03/12/ibm-tells-employees-of-job-cuts-in-marketing-and-communications.html,Post-IPO,,United States,3/17/2024,IBM
Meta,SF Bay Area,,2024-03-06,,Consumer,https://www.businessinsider.com/meta-facebook-messenger-hit-with-layoffs-2024-3?IR=T,Post-IPO,$26000,United States,3/8/2024,META
Edgio,Phoenix,80.0,2024-03-04,10%,Infrastructure,https://investors.edg.io/node/13996/html,Post-IPO,$462,United States,3/7/2024,EGIOQ
Fisker,Los Angeles,,2024-02-29,15%,Transportation,https://techcrunch.com/2024/02/29/fisker-layoffs-cash-going-concern-dealerships/,Post-IPO,$1700,United States,2/29/2024,None
Electronic Arts,SF Bay Area,670.0,2024-02-28,5%,Consumer,https://www.cnbc.com/2024/02/28/ea-layoffs-company-to-cut-5percent-of-workforce-or-about-670-employees.html,Post-IPO,$2,United States,2/28/2024,EA
Vacasa,Portland,320.0,2024-02-28,5%,Travel,https://www.oregonlive.com/business/2024/02/portland-based-vacasa-will-lay-off-another-320-new-year-is-off-to-a-difficult-start.html,Post-IPO,$834,United States,2/29/2024,VCSA
Bumble,Austin,350.0,2024-02-27,30%,Consumer,https://www.cnbc.com/2024/02/27/bumble-layoffs-350-employees-or-about-37percent-of-workforce.html,Post-IPO,$313,United States,2/27/2024,BMBL
PropertyGuru,"Singapore,Non-U.S.",79.0,2024-02-27,,Real Estate,https://www.theedgesingapore.com/news/company-news/propertyguru-cuts-79-jobs-amid-organisational-changes,Post-IPO,$676,Singapore,2/27/2024,None
Apple,SF Bay Area,,2024-02-27,,Transportation,https://techcrunch.com/2024/02/27/apple-cancels-electric-car-project-titan/,Post-IPO,$1200,United States,2/27/2024,AAPL
Expedia,Seattle,1500.0,2024-02-26,8%,Travel,https://www.geekwire.com/2024/expedia-group-cutbacks-will-impact-1500-roles-this-year-more-than-8-of-workforce/,Post-IPO,$3300,United States,2/26/2024,EXPE
Affirm,Pittsburgh,60.0,2024-02-21,,Finance,https://bnnbreaking.com/finance-nav/affirms-pittsburgh-layoffs-a-tale-of-corporate-strategy-and-employee-impact,Post-IPO,$1500,United States,2/21/2024,AFRM
BuzzFeed,New York City,,2024-02-21,16%,Media,https://variety.com/2024/digital/news/buzzfeed-sells-complex-ntwrk-layoffs-1235918498/,Post-IPO,$696,United States,2/22/2024,BZFD
Rivian,Detroit,,2024-02-21,10%,Transportation,https://techcrunch.com/2024/02/21/rivian-lays-off-10-of-workforce-as-ev-pricing-pressure-mounts/,Post-IPO,$10700,United States,2/21/2024,RIVN
Aptiv,"Krakow,Non-U.S.",250.0,2024-02-20,,Transportation,"https://wyborcza.biz/biznes/7,159911,30719165,w-pol-godziny-zwolnili-250-osob-dostal-godzine-na-spakowanie.html?disableRedirects=true",Post-IPO,$8,Poland,2/20/2024,APTV
Toast,Boston,550.0,2024-02-15,10%,Food,https://www.bloomberg.com/news/articles/2024-02-15/toast-layoffs-to-impact-hundreds-at-restaurant-tech-company?embedded-checkout=true,Post-IPO,$962,United States,2/15/2024,TOST
Sonder,SF Bay Area,106.0,2024-02-15,17%,Travel,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1819395/000181939524000007/son-20240215.htm,Post-IPO,$839,United States,2/20/2024,SOND
Storytel,"Stockholm,Non-U.S.",80.0,2024-02-15,13%,Consumer,https://investors.storytel.com/en/wp-content/uploads/sites/2/2024/02/presentation-q4-report-2023.pdf,Post-IPO,$312,Sweden,2/16/2024,DST.F
Cisco,SF Bay Area,4250.0,2024-02-14,5%,Infrastructure,https://www.cnbc.com/2024/02/14/cisco-cutting-5percent-of-global-workforce-in-restructuring-move.html,Post-IPO,$2,United States,2/14/2024,CSCO
Instacart,SF Bay Area,250.0,2024-02-13,7%,Food,https://www.cnbc.com/2024/02/13/instacart-layoffs-company-to-cut-250-employees-or-about-7percent.html,Post-IPO,$2900,United States,2/13/2024,None
Impinj,Seattle,50.0,2024-02-13,10%,Other,https://www.bizjournals.com/seattle/news/2024/02/12/impinj-layoffs-seattle-internet-of-things.html,Post-IPO,$137,United States,3/14/2024,PI
Riskified,New York City,40.0,2024-02-13,6%,Retail,https://en.globes.co.il/en/article-israeli-fintech-co-riskified-lays-off-6-of-workforce-1001471055,Post-IPO,$229,United States,2/14/2024,RSKD
SiriusXM,New York City,160.0,2024-02-12,3%,Media,https://variety.com/2024/digital/news/siriusxm-layoffs-160-employees-1235908020/,Post-IPO,$525,United States,3/17/2024,SIRI
Pure Storage,SF Bay Area,275.0,2024-02-08,,Data,https://blocksandfiles.com/2024/02/08/pure-storage-lays-off-staff-again/,Post-IPO,$529,United States,2/8/2024,PSTG
Otovo,"Oslo,Non-U.S.",65.0,2024-02-08,15%,Energy,https://www.mynewsdesk.com/otovo/pressreleases/otovo-q4-2023-cost-cuts-and-efficiency-program-executed-ready-for-2024-3302572,Post-IPO,$247,Norway,2/19/2024,89K.MU
Getaround,SF Bay Area,,2024-02-08,30%,Transportation,https://techcrunch.com/2024/02/08/car-sharing-company-getaround-cuts-one-third-of-u-s-workforce/,Post-IPO,$948,United States,2/8/2024,GETR
Tenable,Baltimore,,2024-02-07,5%,Security,https://bnnbreaking.com/finance-nav/tenable-reveals-strong-q4-2023-financial-performance-and-strategy-optimization,Post-IPO,$565,United States,2/8/2024,TENB
DocuSign,SF Bay Area,440.0,2024-02-06,6%,Sales,https://www.cnbc.com/2024/02/06/docusign-to-lay-off-6percent-of-workforce-or-about-440-jobs.html,Post-IPO,$536,United States,2/6/2024,DOCU
Amazon,Seattle,400.0,2024-02-06,,Retail,https://www.businessinsider.com/amazon-one-medical-pharmacy-layoffs-broader-cost-cutting-campaign-2024-2,Post-IPO,$108,United States,2/7/2024,AMZN
Snap,Los Angeles,500.0,2024-02-05,10%,Consumer,https://www.cnbc.com/2024/02/05/snap-to-lay-off-10percent-of-global-workforce-around-500-employees.html,Post-IPO,$4900,United States,2/5/2024,SNAP
Cue Health,San Diego,245.0,2024-02-02,30%,Healthcare,https://www.sandiegouniontribune.com/business/story/2024-02-02/cue-health-lays-off-more-than-30-percent-of-its-global-workforce,Post-IPO,$899,United States,2/4/2024,HLTHQ
Okta,SF Bay Area,400.0,2024-02-01,7%,Security,https://www.cnbc.com/2024/02/01/okta-to-lay-off-7percent-of-staff-about-400-employees.html,Post-IPO,$1200,United States,2/1/2024,OKTA
Zoom,SF Bay Area,150.0,2024-02-01,2%,Other,https://www.cnbc.com/2024/02/01/zoom-layoffs-company-cuts-150-employees-2percent-of-workforce.html,Post-IPO,$276,United States,2/1/2024,ZM
Illumina,San Diego,111.0,2024-02-01,,Healthcare,https://www.sandiegouniontribune.com/business/story/2024-02-01/illumina-lays-off-11,Post-IPO,$28,United States,2/2/2024,ILMN
Innoviz,"Tel Aviv,Non-U.S.",60.0,2024-01-31,13%,Transportation,https://www.calcalistech.com/ctechnews/article/hjs6xbucp,Post-IPO,$547,Israel,2/1/2024,INVZ
Zuora,SF Bay Area,,2024-01-31,8%,Finance,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/0001423774/000142377424000052/zuo-20240127.htm,Post-IPO,$647,United States,2/2/2024,None
PayPal,SF Bay Area,2500.0,2024-01-30,9%,Finance,https://www.bloomberg.com/news/articles/2024-01-30/paypal-to-cut-around-2-500-jobs-as-rivals-snag-market-share,Post-IPO,$216,United States,1/30/2024,PYPL
Block,SF Bay Area,1000.0,2024-01-30,10%,Finance,https://www.businessinsider.com/block-layoffs-jack-dorsey-tech-industry-cuts-2024-1,Post-IPO,$150,United States,1/30/2024,BLK=F
Procore,Santa Barbara,,2024-01-30,4%,Construction,Internal memo,Post-IPO,$654,United States,2/28/2024,PCOR
iRobot,Boston,350.0,2024-01-29,31%,Consumer,https://www.cnbc.com/2024/01/29/amazon-terminates-irobot-deal-vacuum-maker-to-lay-off-31percent-of-staff.html,Post-IPO,$30,United States,1/29/2024,IRBT
Salesforce,SF Bay Area,700.0,2024-01-26,1%,Sales,https://www.wsj.com/economy/jobs/salesforce-laying-off-700-workers-in-latest-tech-industry-downsizing-6a082fa3,Post-IPO,$65,United States,1/26/2024,CRM
Microsoft,Seattle,1900.0,2024-01-25,,Other,https://www.theverge.com/2024/1/25/24049050/microsoft-activision-blizzard-layoffs,Post-IPO,$1,United States,1/25/2024,MSFT
Jamf,Minneapolis,,2024-01-25,6%,Other,https://www.streetinsider.com/dr/news.php?id=22671112,Post-IPO,$332,United States,1/25/2024,JAMF
Storytel,"Stockholm,Non-U.S.",80.0,2024-01-24,13%,Media,https://investors.storytel.com/en/storytel-sharpens-focus-on-profitability-on-the-back-of-strong-q4-2023-earnings-and-upgrades-mid-term-financial-targets-announces-efficiency-initiative-and-write-downs/,Post-IPO,$275,Sweden,1/24/2024,DST.F
Aurora,Pittsburgh,,2024-01-24,3%,Transportation,https://techcrunch.com/2024/01/24/self-driving-vehicle-company-aurora-cuts-3-of-its-workforce/,Post-IPO,$3700,United States,1/25/2024,ACB
Desktop Metal,Boston,,2024-01-24,20%,Other,https://ir.desktopmetal.com/news/press-releases/detail/175/desktop-metal-intensifies-cost-reduction-plan-and-ongoing,Post-IPO,$811,United States,1/25/2024,None
HubSpot,Boston,,2024-01-24,,Marketing,https://www.linkedin.com/posts/jcolman_hubspot-content-designers-open-to-work-activity-7156050968306991105-917M/,Post-IPO,$100,United States,1/25/2024,HUBS
SAP,"Walldorf,Non-U.S.",8000.0,2024-01-23,7%,Other,https://www.cnbc.com/2024/01/23/sap-plans-job-changes-or-buyouts-for-8000-employees-in-restructuring-plan.html,Post-IPO,$1300,Germany,1/24/2024,SAP
eBay,SF Bay Area,1000.0,2024-01-23,9%,Retail,https://www.cnbc.com/2024/01/23/ebay-to-slash-about-1000-roles-or-approximately-9percent-of-full-time-employees.html,Post-IPO,$1200,United States,1/23/2024,EBAY
Vroom,New York City,800.0,2024-01-23,90%,Transportation,https://www.calcalistech.com/ctechnews/article/bktdjgakt,Post-IPO,$1300,United States,1/23/2024,VRM
2U,Washington D.C.,,2024-01-22,,Education,https://www.classcentral.com/report/2u-layoffs-2024/,Post-IPO,$426,United States,1/23/2024,2U2.BE
Google,SF Bay Area,,2024-01-22,,Consumer,https://www.bloomberg.com/news/articles/2024-01-22/google-layoffs-saga-continues-as-alphabet-s-x-cuts-dozens-of-jobs-seeks-funds,Post-IPO,$26,United States,1/23/2024,GOOG
SolarEdge,"Tel Aviv,Non-U.S.",900.0,2024-01-21,16%,Energy,https://www.calcalistech.com/ctechnews/article/rk4xlfcya,Post-IPO,$155,Israel,1/21/2024,SEDG
Wayfair,Boston,1650.0,2024-01-19,13%,Retail,https://www.cnbc.com/2024/01/19/wayfair-layoffs-home-goods-retailer-to-cut-1650-employees.html,Post-IPO,$1700,United States,1/19/2024,W
Amazon,Seattle,30.0,2024-01-18,,Retail,https://www.cnbc.com/2024/01/18/-amazon-layoffs-hit-its-buy-with-prime-unit.html,Post-IPO,$108,United States,1/19/2024,AMZN
Stitch Fix,Dallas,,2024-01-18,,Retail,https://www.retaildive.com/news/stitch-fix-ends-full-time-work-stylists-layoffs/704886/,Post-IPO,$79,United States,1/25/2024,SFIX
Google,SF Bay Area,,2024-01-16,,Consumer,https://www.businessinsider.com/google-is-laying-off-hundreds-of-employees-in-its-advertising-team-2024-1,Post-IPO,$26,United States,1/30/2024,GOOG
New Work SE,"Hamburg,Non-U.S.",400.0,2024-01-11,,Consumer,https://www.new-work.se/de/newsroom/pressemitteilungen/2024-ad-hoc-2024-11-01,Post-IPO,,Germany,1/11/2024,NWO.HM
Playtika,"Tel Aviv,Non-U.S.",300.0,2024-01-11,10%,Consumer,https://www.calcalistech.com/ctechnews/article/skb6elt006,Post-IPO,,Israel,1/11/2024,PLTK
Cloudflare,SF Bay Area,40.0,2024-01-11,,Security,https://twitter.com/eastdakota/status/1745697840180191501,Post-IPO,$332,United States,2/2/2024,NET
888,"Tel Aviv,Non-U.S.",,2024-01-11,,Consumer,https://www.calcalistech.com/ctechnews/article/skbqy9a00p,Post-IPO,,Israel,1/13/2024,C8V.DU
Google,SF Bay Area,1000.0,2024-01-10,,Consumer,https://www.theverge.com/2024/1/11/24034124/google-layoffs-engineering-assistant-hardware,Post-IPO,$26,United States,1/11/2024,GOOG
IAC,New York City,330.0,2024-01-10,,Consumer,https://www.bloomberg.com/news/articles/2024-01-10/iac-divests-mosaic-apps-to-bending-spoons-in-deal-valued-at-100-million-plus?embedded-checkout=true,Post-IPO,,United States,1/13/2024,IAC
Amazon,Seattle,,2024-01-10,,Retail,https://www.reuters.com/technology/amazon-lay-off-employees-prime-video-studios-divisions-information-2024-01-10/,Post-IPO,$108,United States,1/10/2024,AMZN
SoFi,SF Bay Area,,2024-01-10,4%,Finance,https://twitter.com/SoFiIR/status/1745100766681960696,Post-IPO,$3000,United States,1/11/2024,SOFI
Nevro,SF Bay Area,63.0,2024-01-09,5%,Healthcare,https://www.marketwatch.com/story/nevro-laying-off-63-employees-revenue-to-beat-analyst-estimates-107a85d7,Post-IPO,$556,United States,1/10/2024,1N7.SG
Rent the Runway,New York City,37.0,2024-01-09,10%,Retail,https://www.wsj.com/business/retail/rent-the-runway-to-cut-about-10-of-corporate-jobs-lose-operating-chief-f7bc74b3,Post-IPO,$526,United States,1/9/2024,RENT
EVBox,"Amsterdam,Non-U.S.",,2024-01-09,,Energy,https://news.evbox.com/en-WW/233459-evbox-commences-efficiency-enhancement-program-to-streamline-organization,Post-IPO,,Netherlands,1/23/2024,None
Unity,SF Bay Area,1800.0,2024-01-08,25%,Other,https://www.reuters.com/technology/unity-software-cutting-25-staff-company-reset-continuation-2024-01-08/,Post-IPO,$1300,United States,1/8/2024,U
NuScale Power,Corvallis,154.0,2024-01-08,28%,Energy,https://www.oregonlive.com/business/2024/01/oregon-nuclear-power-company-nuscale-acknowledges-layoffs-says-154-workers-lost-their-jobs.html,Post-IPO,$470,United States,1/6/2024,SMR
MeridianLink,Los Angeles,,2024-01-08,9%,Finance,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001834494/6c1d7f9a-f5ef-4c32-bb54-d5915b81d77e.pdf,Post-IPO,$485,United States,1/13/2024,MLNK
NanoString Technologies,Seattle,50.0,2024-01-06,9%,Healthcare,https://www.geekwire.com/2024/nanostring-technologies-to-cut-9-of-workforce-gets-delisting-warning-from-nasdaq/,Post-IPO,$826,United States,1/9/2024,None
Cue Health,San Diego,94.0,2024-01-05,13%,Healthcare,https://www.360dx.com/business-news/cue-health-lays-94-people-fda-declines-grant-covidflu-test-eua,Post-IPO,$899,United States,1/6/2024,HLTHQ
Xerox,Norwalk,3000.0,2024-01-03,15%,Hardware,https://www.cnbc.com/2024/01/03/xerox-layoffs-company-to-cut-15percent-of-workforce.html,Post-IPO,$27200,United States,2/29/2024,XRX
Ocado,"London,Non-U.S.",1000.0,2023-12-31,,Food,https://www.thetimes.com/business-money/entrepreneurs/article/ocado-reduced-staff-numbers-amid-difficult-times-for-online-grocers-xrxknd58s,Post-IPO,$2000,United Kingdom,7/26/2024,0OC1.F
Intel,Sacramento,311.0,2023-12-21,,Hardware,https://www.theregister.com/2023/12/21/intel_gifts_311_cali_workers/,Post-IPO,$12,United States,12/19/2023,INTC
Kaspien,Seattle,,2023-12-19,100%,Retail,https://www.geekwire.com/2023/kaspien-a-e-commerce-company-previously-known-as-etailz-is-shutting-down/,Post-IPO,$52,United States,12/21/2023,None
Enphase Energy,SF Bay Area,350.0,2023-12-18,10%,Energy,https://enphase.com/blog/employees/dec-2023-message-from-our-ceo,Post-IPO,$116,United States,12/19/2023,ENPH
Arm Holdings,"Shanghai,Non-U.S.",70.0,2023-12-18,,Hardware,https://www.bloomberg.com/news/articles/2023-12-18/arm-lays-off-over-70-engineers-in-china-relocating-roles,Post-IPO,,China,12/19/2023,ARM
Delivery Hero,"Berlin,Non-U.S.",,2023-12-18,,Food,https://www.bloomberg.com/news/articles/2023-12-18/delivery-hero-closes-hubs-in-taiwan-turkey-in-push-to-cut-costs,Post-IPO,$9900,Germany,12/18/2023,DHER.DE
eBay,"Tel Aviv,Non-U.S.",20.0,2023-12-17,,Retail,https://www.calcalistech.com/ctechnews/article/h1d3zchia,Post-IPO,$1200,United States,12/18/2023,EBAY
Invitae,SF Bay Area,235.0,2023-12-13,15%,Healthcare,https://sfstandard.com/2023/12/19/tech-layoffs-san-francisco-invitae/,Post-IPO,$2500,United States,12/14/2023,None
Etsy,New York City,225.0,2023-12-13,11%,Retail,https://www.cnbc.com/2023/12/13/etsy-laying-off-11percent-of-staff-citing-competitive-environment.html,Post-IPO,$97,United States,12/13/2023,ETSY
Analog Devices,SF Bay Area,111.0,2023-12-13,,Manufacturing,https://www.bizjournals.com/sanjose/news/2023/12/13/layoffs-come-to-analog-devices-as-111.html,Post-IPO,,United States,12/21/2023,ADI
TomTom,"Lodz,Non-U.S.",45.0,2023-12-12,,Transportation,https://businessinsider.com.pl/wiadomosci/tomtom-oglosil-zwolnienia-grupowe-wszystko-przez-sztuczna-inteligencje/czlqpyz,Post-IPO,,Poland,12/19/2023,0MKS.IL
SmileDirectClub,Nashville,,2023-12-09,100%,Healthcare,https://www.cnn.com/2023/12/09/business/smiledirectclub-shutdown-bankruptcy/index.html,Post-IPO,$694,United States,12/9/2023,SDCCQ
Rivian,Detroit,20.0,2023-12-07,,Transportation,https://www.theinformation.com/articles/exclusive-from-the-electric-rivian-becomes-the-latest-to-lay-off-battery-workers,Post-IPO,$10700,United States,12/21/2023,RIVN
Bill.com,SF Bay Area,,2023-12-05,15%,Finance,https://www.investing.com/news/stock-market-news/bill-gains-on-plans-to-cut-workforce-by-15-432SI-3249756,Post-IPO,$280,United States,12/5/2023,0A75.L
Spotify,"Stockholm,Non-U.S.",1500.0,2023-12-04,17%,Media,https://www.cnbc.com/2023/12/04/spotify-to-lay-off-17percent-of-employees-ceo-daniel-ek-says.html,Post-IPO,$2100,Sweden,12/4/2023,SPOT
TuSimple,San Diego,150.0,2023-12-04,,Transportation,https://www.morningstar.com/news/marketwatch/20231204801/autonomous-truck-company-tusimple-to-wind-down-us-operations-slash-jobs,Post-IPO,$648,United States,12/5/2023,TSPH
Twilio,SF Bay Area,,2023-12-04,5%,Other,https://www.bloomberg.com/news/articles/2023-12-04/twilio-to-cut-another-5-of-workforce-in-third-round-of-layoffs,Post-IPO,$614,United States,12/4/2023,TWLO
Domo,Salt Lake City,,2023-11-30,7%,Data,https://finance.yahoo.com/news/q3-2024-domo-inc-earnings-134921438.html,Post-IPO,$689,United States,12/1/2023,DOMO
Unity,SF Bay Area,265.0,2023-11-28,4%,Other,https://www.reuters.com/technology/unity-software-cut-38-staff-company-reset-2023-11-28/,Post-IPO,$1300,United States,11/29/2023,U
Presto,SF Bay Area,,2023-11-20,17%,Food,https://investor.presto.com/news-releases/news-release-details/presto-automation-announces-fiscal-first-quarter-2024-financial,Post-IPO,$167,United States,1/13/2024,NPK
Amazon,Seattle,,2023-11-17,,Retail,https://www.geekwire.com/2023/amazon-will-cut-several-hundred-more-jobs-on-alexa-team-as-it-discontinues-some-initiatives/,Post-IPO,$108,United States,11/17/2023,AMZN
Sonos,New York City,,2023-11-16,,Consumer,https://www.bloomberg.com/news/articles/2023-11-16/sonos-plans-to-cut-jobs-as-it-prepares-push-into-headphones,Post-IPO,$455,United States,12/14/2023,SONO
Singular Genomics,San Diego,,2023-11-15,10%,Healthcare,https://www.genomeweb.com/sequencing/singular-genomics-lays-10-percent-workforce-adjusts-product-roadmap,Post-IPO,$176,United States,11/22/2023,None
Chewy,Miami,200.0,2023-11-14,,Retail,https://techcrunch.com/2023/11/14/online-pet-goods-retailer-chewy-lays-off-200-employees/,Post-IPO,$451,United States,11/14/2023,CHWY
Sarcos,Pittsburgh,150.0,2023-11-14,,Aerospace,https://www.bizjournals.com/pittsburgh/inno/stories/profiles/2023/11/14/sarcos-robotics-to-close-pittsburgh-office.html,Post-IPO,$316,United States,1/1/2024,None
Markforged,Boston,,2023-11-14,,Manufacturing,https://www.bizjournals.com/boston/news/2023/11/14/markforged-layoffs-2023-macroeconomic-headwinds.html,Post-IPO,$347,United States,11/14/2023,MKFG
Amazon,Seattle,180.0,2023-11-13,,Retail,https://www.cnbc.com/2023/11/13/amazon-cuts-more-than-180-jobs-in-gaming-division.html,Post-IPO,$108,United States,11/13/2023,AMZN
TripAdvisor,Boston,125.0,2023-11-12,4%,Travel,https://skift.com/2023/11/12/tripadvisor-laid-off-4-of-its-workforce-and-more-cuts-are-on-the-way/,Post-IPO,$3,United States,12/22/2023,TRIP
Snap,Los Angeles,20.0,2023-11-08,,Consumer,https://www.theinformation.com/articles/snap-lays-off-product-managers-as-spiegel-revamps-workforce,Post-IPO,$4900,United States,11/8/2023,SNAP
Amazon,Seattle,,2023-11-08,,Retail,https://www.reuters.com/technology/amazon-says-cuts-jobs-music-streaming-unit-2023-11-08/,Post-IPO,$108,United States,11/8/2023,AMZN
BigCommerce,Austin,,2023-11-08,7%,Retail,https://www.pymnts.com/news/ecommerce/2023/bigcommerce-cuts-staff-amid-ecommerce-headwinds/,Post-IPO,$224,United States,11/9/2023,BIGC
Google,SF Bay Area,,2023-11-08,,Consumer,https://www.theinformation.com/briefings/google-lays-off-some-user-support-staff,Post-IPO,$26,United States,11/9/2023,GOOG
Oportun,SF Bay Area,185.0,2023-11-07,7%,Finance,https://finance.yahoo.com/news/oportun-lay-off-18-corporate-021807823.html,Post-IPO,$766,United States,3/8/2024,OPRT
Zillow,Seattle,23.0,2023-11-07,,Real Estate,https://www.realestatenews.com/2023/11/07/zillow-confirms-layoffs-affecting-a-small-number-of-roles,Post-IPO,$97,United States,11/8/2023,Z
Nextdoor,SF Bay Area,,2023-11-07,25%,Consumer,https://investors.nextdoor.com/news/news-details/2023/Nextdoor-Reports-Third-Quarter-2023-Results/,Post-IPO,$736,United States,11/7/2023,KIND
F5,Seattle,120.0,2023-11-03,2%,Security,https://www.geekwire.com/2023/seattle-cloud-giant-f5-lays-off-120-employees/,Post-IPO,,United States,11/6/2023,FFIV
NIO,"Shanghai,Non-U.S.",,2023-11-03,10%,Transportation,https://www.bloomberg.com/news/articles/2023-11-03/chinese-ev-maker-nio-to-cut-10-of-staff-positions-and-may-spin-off-businesses#xj4y7vzkg,Post-IPO,$7200,China,11/6/2023,NIO
